Time,TempSHT,TempBMP,Humidity,Pressure,Altitude
2025-03-31 12:00:14,17.41,17.00,48.31,102592.00,N/A
2025-03-31 12:01:15,17.39,17.00,48.38,102585.00,N/A
2025-03-31 12:02:15,17.41,17.00,48.21,102580.00,N/A
2025-03-31 12:03:16,17.40,16.99,48.33,102579.00,N/A
2025-03-31 12:04:16,17.38,16.99,48.34,102579.00,N/A
2025-03-31 12:05:17,17.38,16.98,48.40,102582.00,N/A
2025-03-31 12:06:17,17.36,16.98,48.33,102578.00,N/A
2025-03-31 12:07:17,17.36,16.97,48.35,102575.00,N/A
2025-03-31 12:08:17,17.36,16.96,48.39,102567.00,N/A
2025-03-31 12:09:18,17.34,16.95,48.54,102569.00,N/A
2025-03-31 12:10:18,17.32,16.94,48.31,102569.00,N/A
2025-03-31 12:11:18,17.33,16.93,48.44,102571.00,N/A
2025-03-31 12:12:18,17.33,16.93,48.48,102577.00,N/A
2025-03-31 12:13:18,17.33,16.93,48.48,102584.00,N/A
2025-03-31 12:14:18,17.31,16.92,48.57,102583.00,N/A
2025-03-31 12:15:19,17.31,16.92,48.68,102579.00,N/A
2025-03-31 12:16:19,17.31,16.92,48.65,102576.00,N/A
2025-03-31 12:17:19,17.29,16.92,48.68,102574.00,N/A
2025-03-31 12:18:19,17.32,16.92,48.60,102577.00,N/A
2025-03-31 12:19:19,17.33,16.92,48.58,102580.00,N/A
2025-03-31 12:20:20,17.31,16.93,48.74,102578.00,N/A
2025-03-31 12:21:20,17.33,16.93,48.59,102576.00,N/A
2025-03-31 12:22:20,17.34,16.92,48.78,102578.00,N/A
2025-03-31 12:23:21,17.30,16.92,48.60,102579.00,N/A
2025-03-31 12:24:22,17.29,16.91,48.62,102579.00,N/A
2025-03-31 12:25:22,17.27,16.90,48.70,102578.00,N/A
2025-03-31 12:26:22,17.27,16.89,48.91,102578.00,N/A
2025-03-31 12:27:22,17.27,16.87,48.79,102577.00,N/A
2025-03-31 12:28:22,17.28,16.86,48.92,102573.00,N/A
2025-03-31 12:29:23,17.24,16.85,48.86,102573.00,N/A
2025-03-31 12:30:23,17.24,16.85,49.04,102577.00,N/A
2025-03-31 12:31:24,17.23,16.84,49.01,102577.00,N/A
2025-03-31 12:32:25,17.24,16.84,48.93,102574.00,N/A
2025-03-31 12:33:25,17.22,16.83,49.06,102577.00,N/A
2025-03-31 12:34:25,17.22,16.84,49.13,102582.00,N/A
2025-03-31 12:35:26,17.23,16.84,48.88,102581.00,N/A
2025-03-31 12:36:26,17.22,16.83,48.82,102570.00,N/A
2025-03-31 12:37:26,17.22,16.83,48.96,102558.00,N/A
2025-03-31 12:38:26,17.24,16.83,49.16,102547.00,N/A
2025-03-31 12:39:26,17.24,16.84,49.02,102544.00,N/A
2025-03-31 12:40:26,17.24,16.84,49.00,102543.00,N/A
2025-03-31 12:41:27,17.25,16.85,49.24,102550.00,N/A
2025-03-31 12:42:27,17.26,16.86,48.90,102558.00,N/A
2025-03-31 12:43:27,17.25,16.86,49.04,102563.00,N/A
2025-03-31 12:44:27,17.25,16.86,48.99,102565.00,N/A
2025-03-31 12:45:27,17.24,16.85,48.96,102566.00,N/A
2025-03-31 12:46:28,17.24,16.85,48.99,102560.00,N/A
2025-03-31 12:47:28,17.23,16.84,49.09,102556.00,N/A
2025-03-31 12:48:29,17.20,16.82,49.01,102554.00,N/A
2025-03-31 12:49:29,17.22,16.81,48.88,102548.00,N/A
2025-03-31 12:50:29,17.19,16.80,48.95,102550.00,N/A
2025-03-31 12:51:29,17.20,16.79,49.08,102551.00,N/A
2025-03-31 12:52:30,17.18,16.78,49.11,102556.00,N/A
2025-03-31 12:53:30,17.17,16.78,49.16,102560.00,N/A
2025-03-31 12:54:31,17.18,16.77,49.16,102561.00,N/A
2025-03-31 12:55:31,17.19,16.77,49.15,102548.00,N/A
2025-03-31 12:56:32,17.18,16.78,49.14,102537.00,N/A
2025-03-31 12:57:32,17.19,16.78,49.27,102536.00,N/A
2025-03-31 12:58:33,17.19,16.79,49.15,102538.00,N/A
2025-03-31 12:59:33,17.22,16.81,49.09,102543.00,N/A
2025-03-31 13:00:34,17.25,16.83,49.20,102541.00,N/A
2025-03-31 13:01:34,17.24,16.84,49.06,102546.00,N/A
2025-03-31 13:02:34,17.23,16.84,49.00,102547.00,N/A
2025-03-31 13:03:35,17.25,16.84,49.01,102547.00,N/A
2025-03-31 13:04:35,17.24,16.84,49.10,102543.00,N/A
2025-03-31 13:05:35,17.24,16.84,48.91,102541.00,N/A
2025-03-31 13:06:36,17.22,16.84,48.95,102534.00,N/A
2025-03-31 13:07:36,17.22,16.83,49.03,102531.00,N/A
2025-03-31 13:08:37,17.24,16.84,49.20,102525.00,N/A
2025-03-31 13:09:37,17.26,16.84,48.99,102520.00,N/A
2025-03-31 13:10:37,17.22,16.83,49.09,102514.00,N/A
2025-03-31 13:11:37,17.21,16.83,49.15,102516.00,N/A
2025-03-31 13:12:37,17.22,16.82,49.11,102524.00,N/A
2025-03-31 13:13:38,17.23,16.82,49.05,102533.00,N/A
2025-03-31 13:14:38,17.22,16.82,49.15,102540.00,N/A
2025-03-31 13:15:38,17.22,16.82,49.09,102547.00,N/A
2025-03-31 13:16:38,17.22,16.81,49.22,102560.00,N/A
2025-03-31 13:17:39,17.20,16.81,49.28,102558.00,N/A
2025-03-31 13:18:39,17.19,16.80,49.34,102553.00,N/A
2025-03-31 13:19:40,17.17,16.79,49.27,102544.00,N/A
2025-03-31 13:20:40,17.19,16.79,49.29,102535.00,N/A
2025-03-31 13:21:41,17.17,16.77,49.43,102534.00,N/A
2025-03-31 13:22:42,17.18,16.77,49.38,102533.00,N/A
2025-03-31 13:23:42,17.17,16.76,49.38,102537.00,N/A
2025-03-31 13:24:42,17.17,16.76,49.23,102539.00,N/A
2025-03-31 13:25:42,17.17,16.77,49.17,102544.00,N/A
2025-03-31 13:26:42,17.16,16.77,49.26,102553.00,N/A
2025-03-31 13:27:42,17.18,16.77,49.29,102555.00,N/A
2025-03-31 13:28:43,17.19,16.77,49.17,102556.00,N/A
2025-03-31 13:29:44,17.18,16.78,49.34,102553.00,N/A
2025-03-31 13:30:44,17.18,16.78,49.51,102550.00,N/A
2025-03-31 13:31:44,17.18,16.78,49.30,102547.00,N/A
2025-03-31 13:32:45,17.17,16.78,49.30,102544.00,N/A
2025-03-31 13:33:45,17.17,16.77,49.18,102541.00,N/A
2025-03-31 13:34:45,17.18,16.76,49.38,102538.00,N/A
2025-03-31 13:35:46,17.15,16.76,49.32,102540.00,N/A
2025-03-31 13:36:46,17.15,16.75,49.44,102544.00,N/A
2025-03-31 13:37:47,17.14,16.75,49.41,102545.00,N/A
2025-03-31 13:38:47,17.13,16.74,49.36,102541.00,N/A
2025-03-31 13:39:47,17.14,16.74,49.44,102537.00,N/A
2025-03-31 13:40:48,17.16,16.74,49.41,102535.00,N/A
2025-03-31 13:41:48,17.14,16.74,49.39,102533.00,N/A
2025-03-31 13:42:48,17.15,16.74,49.53,102531.00,N/A
2025-03-31 13:43:48,17.13,16.74,49.27,102533.00,N/A
2025-03-31 13:44:49,17.13,16.74,49.29,102533.00,N/A
2025-03-31 13:45:49,17.14,16.73,49.43,102531.00,N/A
2025-03-31 13:46:50,17.12,16.73,49.42,102537.00,N/A
2025-03-31 13:47:50,17.11,16.72,49.39,102538.00,N/A
2025-03-31 13:48:50,17.14,16.72,49.37,102534.00,N/A
2025-03-31 13:49:51,17.12,16.72,49.51,102533.00,N/A
2025-03-31 13:50:51,17.11,16.72,49.44,102528.00,N/A
2025-03-31 13:51:52,17.12,16.72,49.56,102523.00,N/A
2025-03-31 13:52:52,17.14,16.72,49.36,102522.00,N/A
2025-03-31 13:53:52,17.11,16.73,49.32,102526.00,N/A
2025-03-31 13:54:52,17.16,16.73,49.42,102521.00,N/A
2025-03-31 13:55:53,17.15,16.74,49.36,102523.00,N/A
2025-03-31 13:56:53,17.14,16.75,49.20,102519.00,N/A
2025-03-31 13:57:54,17.15,16.75,49.33,102520.00,N/A
2025-03-31 13:58:54,17.17,16.75,49.34,102523.00,N/A
2025-03-31 13:59:54,17.17,16.76,49.27,102520.00,N/A
2025-03-31 14:00:55,17.17,16.76,49.32,102521.00,N/A
2025-03-31 14:01:55,17.17,16.76,49.37,102524.00,N/A
2025-03-31 14:02:56,17.15,16.75,49.47,102527.00,N/A
2025-03-31 14:03:56,17.14,16.74,49.29,102528.00,N/A
2025-03-31 14:04:56,17.12,16.74,49.25,102520.00,N/A
2025-03-31 14:05:57,17.13,16.73,49.32,102511.00,N/A
2025-03-31 14:06:57,17.13,16.72,49.43,102504.00,N/A
2025-03-31 14:07:58,17.11,16.71,49.50,102497.00,N/A
2025-03-31 14:08:58,17.11,16.71,49.50,102497.00,N/A
2025-03-31 14:09:59,17.11,16.71,49.44,102495.00,N/A
2025-03-31 14:10:59,17.11,16.71,49.39,102499.00,N/A
2025-03-31 14:11:59,17.10,16.71,49.47,102501.00,N/A
2025-03-31 14:13:00,17.10,16.71,49.54,102503.00,N/A
2025-03-31 14:14:00,17.11,16.70,49.49,102510.00,N/A
2025-03-31 14:15:00,17.11,16.70,49.55,102517.00,N/A
2025-03-31 14:16:00,17.07,16.70,49.56,102522.00,N/A
2025-03-31 14:17:00,17.10,16.70,49.61,102526.00,N/A
2025-03-31 14:18:00,17.08,16.70,49.50,102526.00,N/A
2025-03-31 14:19:01,17.08,16.70,49.64,102529.00,N/A
2025-03-31 14:20:01,17.07,16.69,49.63,102531.00,N/A
2025-03-31 14:21:01,17.07,16.68,49.57,102522.00,N/A
2025-03-31 14:22:01,17.07,16.68,49.76,102515.00,N/A
2025-03-31 14:23:01,17.06,16.67,49.60,102512.00,N/A
2025-03-31 14:24:01,17.08,16.67,49.70,102510.00,N/A
2025-03-31 14:25:02,17.04,16.66,49.77,102509.00,N/A
2025-03-31 14:26:02,17.05,16.66,49.74,102514.00,N/A
2025-03-31 14:27:03,17.05,16.65,49.86,102512.00,N/A
2025-03-31 14:28:03,17.03,16.65,49.79,102511.00,N/A
2025-03-31 14:29:04,17.03,16.64,49.74,102512.00,N/A
2025-03-31 14:30:04,17.02,16.64,49.74,102510.00,N/A
2025-03-31 14:31:04,17.02,16.63,49.74,102508.00,N/A
2025-03-31 14:32:04,17.03,16.63,49.84,102505.00,N/A
2025-03-31 14:33:04,17.05,16.63,49.63,102506.00,N/A
2025-03-31 14:34:04,17.03,16.64,49.79,102508.00,N/A
2025-03-31 14:35:04,17.03,16.64,49.78,102506.00,N/A
2025-03-31 14:36:05,17.04,16.64,49.75,102501.00,N/A
2025-03-31 14:37:05,17.03,16.64,49.70,102498.00,N/A
2025-03-31 14:38:05,17.05,16.64,49.83,102499.00,N/A
2025-03-31 14:39:06,17.02,16.64,49.91,102496.00,N/A
2025-03-31 14:40:06,17.05,16.65,49.77,102502.00,N/A
2025-03-31 14:41:06,17.03,16.65,49.74,102498.00,N/A
2025-03-31 14:42:07,17.04,16.66,49.81,102505.00,N/A
2025-03-31 14:43:07,17.06,16.65,49.71,102504.00,N/A
2025-03-31 14:44:07,17.05,16.65,49.78,102503.00,N/A
2025-03-31 14:45:07,17.01,16.64,49.71,102505.00,N/A
2025-03-31 14:46:08,17.03,16.63,49.75,102502.00,N/A
2025-03-31 14:47:08,17.02,16.63,49.78,102497.00,N/A
2025-03-31 14:48:09,17.02,16.62,49.71,102497.00,N/A
2025-03-31 14:49:09,17.02,16.62,49.79,102497.00,N/A
2025-03-31 14:50:09,17.02,16.61,49.84,102501.00,N/A
2025-03-31 14:51:09,17.02,16.61,49.88,102502.00,N/A
2025-03-31 14:52:10,16.97,16.60,49.94,102504.00,N/A
2025-03-31 14:53:10,16.98,16.60,49.93,102506.00,N/A
2025-03-31 14:54:10,17.00,16.60,49.94,102506.00,N/A
2025-03-31 14:55:10,16.98,16.60,50.00,102506.00,N/A
2025-03-31 14:56:11,16.97,16.60,49.96,102502.00,N/A
2025-03-31 14:57:11,16.99,16.60,49.96,102504.00,N/A
2025-03-31 14:58:12,17.00,16.60,49.97,102504.00,N/A
2025-03-31 14:59:12,16.99,16.61,49.99,102503.00,N/A
2025-03-31 15:00:12,17.00,16.61,49.96,102502.00,N/A
2025-03-31 15:01:12,17.01,16.61,50.04,102507.00,N/A
2025-03-31 15:02:12,17.03,16.62,49.98,102512.00,N/A
2025-03-31 15:03:12,17.02,16.62,50.02,102514.00,N/A
2025-03-31 15:04:13,17.00,16.62,50.00,102517.00,N/A
2025-03-31 15:05:13,17.00,16.62,49.96,102513.00,N/A
2025-03-31 15:06:14,17.03,16.62,49.97,102513.00,N/A
2025-03-31 15:07:14,17.01,16.61,50.03,102519.00,N/A
2025-03-31 15:08:14,16.99,16.60,50.07,102522.00,N/A
2025-03-31 15:09:14,16.96,16.59,50.00,102517.00,N/A
2025-03-31 15:10:14,16.98,16.58,50.04,102511.00,N/A
2025-03-31 15:11:14,16.97,16.57,50.04,102500.00,N/A
2025-03-31 15:12:15,16.95,16.56,50.08,102501.00,N/A
2025-03-31 15:13:16,16.94,16.55,50.10,102496.00,N/A
2025-03-31 15:14:16,16.93,16.55,50.11,102495.00,N/A
2025-03-31 15:15:16,16.92,16.54,50.21,102497.00,N/A
2025-03-31 15:16:16,16.94,16.54,50.17,102499.00,N/A
2025-03-31 15:17:17,16.93,16.54,50.17,102500.00,N/A
2025-03-31 15:18:17,16.92,16.54,50.22,102501.00,N/A
2025-03-31 15:19:17,16.92,16.54,50.19,102498.00,N/A
2025-03-31 15:20:17,16.92,16.53,50.21,102466.00,N/A
2025-03-31 15:21:18,16.93,16.53,50.22,102465.00,N/A
2025-03-31 15:22:18,16.91,16.52,50.33,102465.00,N/A
2025-03-31 15:23:18,16.90,16.52,50.22,102475.00,N/A
2025-03-31 15:24:18,16.88,16.52,50.10,102479.00,N/A
2025-03-31 15:25:18,16.88,16.51,50.18,102479.00,N/A
2025-03-31 15:26:18,16.89,16.50,50.15,102478.00,N/A
2025-03-31 15:27:19,16.89,16.50,50.16,102475.00,N/A
2025-03-31 15:28:19,16.86,16.49,50.24,102469.00,N/A
2025-03-31 15:29:19,16.86,16.48,50.51,102470.00,N/A
2025-03-31 15:30:19,16.86,16.47,50.24,102469.00,N/A
2025-03-31 15:31:20,16.85,16.46,50.28,102461.00,N/A
2025-03-31 15:32:20,16.84,16.45,50.11,102456.00,N/A
2025-03-31 15:33:21,16.84,16.45,50.06,102454.00,N/A
2025-03-31 15:34:21,16.82,16.44,50.10,102456.00,N/A
2025-03-31 15:35:21,16.85,16.44,50.04,102463.00,N/A
2025-03-31 15:36:22,16.85,16.43,50.01,102467.00,N/A
2025-03-31 15:37:22,16.82,16.43,50.04,102465.00,N/A
2025-03-31 15:38:22,16.79,16.42,50.01,102471.00,N/A
2025-03-31 15:39:22,16.79,16.41,49.99,102475.00,N/A
2025-03-31 15:40:23,16.78,16.41,50.02,102472.00,N/A
2025-03-31 15:41:24,16.77,16.40,49.99,102472.00,N/A
2025-03-31 15:42:24,16.76,16.39,50.01,102477.00,N/A
2025-03-31 15:43:24,16.76,16.38,50.09,102479.00,N/A
2025-03-31 15:44:24,16.81,16.37,50.09,102477.00,N/A
2025-03-31 15:45:25,16.76,16.36,50.15,102478.00,N/A
2025-03-31 15:46:25,16.74,16.35,50.15,102479.00,N/A
2025-03-31 15:47:25,16.74,16.35,50.03,102473.00,N/A
2025-03-31 15:48:26,16.73,16.35,50.03,102472.00,N/A
2025-03-31 15:49:27,16.73,16.34,50.09,102470.00,N/A
2025-03-31 15:50:28,16.70,16.33,50.03,102467.00,N/A
2025-03-31 15:51:28,16.74,16.33,50.02,102463.00,N/A
2025-03-31 15:52:28,16.72,16.33,50.02,102464.00,N/A
2025-03-31 15:53:29,16.71,16.32,50.04,102468.00,N/A
2025-03-31 15:54:29,16.72,16.32,50.00,102473.00,N/A
2025-03-31 15:55:29,16.71,16.32,50.13,102473.00,N/A
2025-03-31 15:56:29,16.71,16.32,50.05,102477.00,N/A
2025-03-31 15:57:29,16.72,16.32,50.08,102481.00,N/A
2025-03-31 15:58:29,16.72,16.32,50.04,102485.00,N/A
2025-03-31 15:59:30,16.72,16.32,50.09,102488.00,N/A
2025-03-31 16:00:30,16.70,16.31,50.12,102487.00,N/A
2025-03-31 16:01:31,16.71,16.31,50.08,102490.00,N/A
2025-03-31 16:02:31,16.70,16.31,50.07,102493.00,N/A
2025-03-31 16:03:31,16.70,16.30,50.05,102496.00,N/A
2025-03-31 16:04:31,16.70,16.30,50.07,102495.00,N/A
2025-03-31 16:05:32,16.68,16.29,50.01,102489.00,N/A
2025-03-31 16:06:32,16.68,16.29,50.07,102491.00,N/A
2025-03-31 16:07:32,16.69,16.29,50.02,102490.00,N/A
2025-03-31 16:08:33,16.69,16.28,50.07,102493.00,N/A
2025-03-31 16:09:33,16.68,16.28,50.11,102496.00,N/A
2025-03-31 16:10:33,16.66,16.28,50.08,102496.00,N/A
2025-03-31 16:11:34,16.64,16.27,50.00,102495.00,N/A
2025-03-31 16:12:34,16.66,16.27,50.06,102498.00,N/A
2025-03-31 16:13:34,16.66,16.26,50.03,102495.00,N/A
2025-03-31 16:14:35,16.64,16.26,50.05,102496.00,N/A
2025-03-31 16:15:35,16.63,16.25,50.07,102499.00,N/A
2025-03-31 16:16:35,16.64,16.25,50.07,102495.00,N/A
2025-03-31 16:17:36,16.63,16.24,50.01,102496.00,N/A
2025-03-31 16:18:36,16.65,16.24,50.13,102497.00,N/A
2025-03-31 16:19:36,16.63,16.23,50.08,102499.00,N/A
2025-03-31 16:20:37,16.64,16.23,50.07,102503.00,N/A
2025-03-31 16:21:37,16.64,16.23,50.09,102505.00,N/A
2025-03-31 16:22:37,16.62,16.23,50.15,102505.00,N/A
2025-03-31 16:23:38,16.62,16.23,50.07,102510.00,N/A
2025-03-31 16:24:38,16.61,16.23,50.13,102513.00,N/A
2025-03-31 16:25:38,16.66,16.23,50.14,102514.00,N/A
2025-03-31 16:26:38,16.63,16.24,50.15,102514.00,N/A
2025-03-31 16:27:38,16.63,16.24,50.06,102513.00,N/A
2025-03-31 16:28:39,16.64,16.24,50.08,102509.00,N/A
2025-03-31 16:29:39,16.66,16.24,50.10,102507.00,N/A
2025-03-31 16:30:40,16.63,16.24,50.10,102502.00,N/A
2025-03-31 16:31:41,16.66,16.24,50.11,102500.00,N/A
2025-03-31 16:32:42,16.63,16.25,50.09,102505.00,N/A
2025-03-31 16:33:42,16.63,16.25,50.04,102504.00,N/A
2025-03-31 16:34:43,16.64,16.25,50.10,102503.00,N/A
2025-03-31 16:35:44,16.62,16.24,50.05,102501.00,N/A
2025-03-31 16:36:45,16.61,16.24,50.10,102498.00,N/A
2025-03-31 16:37:44,16.62,16.24,50.05,102460.00,N/A
2025-03-31 16:38:45,16.63,16.23,50.00,102461.00,N/A
2025-03-31 16:39:45,16.61,16.22,50.06,102460.00,N/A
2025-03-31 16:40:46,16.59,16.21,50.05,102456.00,N/A
2025-03-31 16:41:46,16.62,16.20,50.02,102454.00,N/A
2025-03-31 16:42:47,16.57,16.20,50.00,102453.00,N/A
2025-03-31 16:43:48,16.58,16.19,49.98,102456.00,N/A
2025-03-31 16:44:49,16.59,16.18,49.98,102492.00,N/A
2025-03-31 16:45:50,16.57,16.18,50.06,102499.00,N/A
2025-03-31 16:46:50,16.57,16.18,49.99,102503.00,N/A
2025-03-31 16:47:51,16.58,16.18,49.92,102501.00,N/A
2025-03-31 16:48:52,16.58,16.18,50.05,102500.00,N/A
2025-03-31 16:49:52,16.59,16.18,50.00,102500.00,N/A
2025-03-31 16:50:53,16.58,16.18,50.08,102503.00,N/A
2025-03-31 16:51:53,16.58,16.18,50.07,102503.00,N/A
2025-03-31 16:52:54,16.59,16.18,50.03,102508.00,N/A
2025-03-31 16:53:55,16.57,16.18,50.06,102511.00,N/A
2025-03-31 16:54:55,16.61,16.18,50.12,102515.00,N/A
2025-03-31 16:55:55,16.58,16.18,50.12,102517.00,N/A
2025-03-31 16:56:55,16.57,16.18,50.07,102519.00,N/A
2025-03-31 16:57:56,16.58,16.18,50.13,102518.00,N/A
2025-03-31 16:58:57,16.57,16.18,50.11,102515.00,N/A
2025-03-31 16:59:58,16.59,16.18,50.06,102516.00,N/A
2025-03-31 17:00:58,16.57,16.18,50.06,102521.00,N/A
2025-03-31 17:01:58,16.58,16.18,50.14,102523.00,N/A
2025-03-31 17:02:59,16.59,16.18,50.10,102521.00,N/A
2025-03-31 17:04:00,16.58,16.18,50.14,102526.00,N/A
2025-03-31 17:05:01,16.58,16.18,50.05,102529.00,N/A
2025-03-31 17:06:02,16.58,16.17,50.12,102534.00,N/A
2025-03-31 17:07:02,16.56,16.17,50.13,102537.00,N/A
2025-03-31 17:08:03,16.55,16.17,50.14,102540.00,N/A
2025-03-31 17:09:03,16.55,16.16,50.14,102540.00,N/A
